Episode,Total_Reward,Mean_Reward,Episode_Length
633,-215.71151186529764,-35.95191864421627,500
634,-227.7604573290657,-37.96007622151095,500
635,-226.76597021693917,-37.79432836948986,500
636,-220.99409274317736,-36.83234879052956,500
637,-190.59351960204833,-31.76558660034139,500
638,-199.17861313034507,-33.196435521724176,500
639,-224.95779965118356,-37.492966608530594,500
640,-197.56987318103197,-32.92831219683866,500
641,-206.02554998910082,-34.33759166485014,500
642,-222.48993298121687,-37.08165549686948,500
643,-186.64427967958355,-31.10737994659726,500
644,-219.62579870454357,-36.60429978409059,500
645,-240.08690665733565,-40.01448444288928,500
646,-241.13844780964965,-40.18974130160827,500
647,-213.4006076429409,-35.56676794049015,500
648,-192.73428548312626,-32.12238091385438,500
649,-189.49449010280034,-31.58241501713339,500
650,-197.3820986418323,-32.897016440305386,500
651,-190.12275306475004,-31.687125510791674,500
652,-196.6969426028067,-32.78282376713445,500
653,-215.21591280971762,-35.869318801619606,500
654,-190.42102444544867,-31.73683740757478,500
655,-184.06831313611838,-30.678052189353064,500
656,-184.65512229560636,-30.775853715934392,500
657,-241.81007741966323,-40.30167956994387,500
658,-226.9589338108427,-37.82648896847378,500
659,-192.87508255377696,-32.14584709229616,500
660,-192.85241984729936,-32.14206997454989,500
661,-191.67235993473017,-31.94539332245503,500
662,-222.9384457629385,-37.15640762715642,500
663,-207.94061605341946,-34.65676934223658,500
664,-230.453409350886,-38.408901558481,500
665,-218.14293135189928,-36.357155225316546,500
666,-183.59441248195157,-30.59906874699193,500
667,-219.02661698787068,-36.504436164645114,500
668,-200.4203508157272,-33.4033918026212,500
669,-221.72280848779013,-36.95380141463169,500
670,-244.7323970993142,-40.7887328498857,500
671,-193.06606518303929,-32.17767753050655,500
672,-199.52695096300033,-33.254491827166724,500
673,-199.7071449450762,-33.2845241575127,500
674,-219.94765051828492,-36.65794175304749,500
675,-216.69416961772794,-36.11569493628799,500
676,-174.10321623690123,-29.017202706150204,500
677,-211.22256103290076,-35.203760172150126,500
678,-215.93010084043817,-35.98835014007303,500
679,-213.2624612184327,-35.54374353640545,500
680,-208.10132160712362,-34.68355360118727,500
681,-234.08148231017503,-39.01358038502917,500
682,-205.19393074867116,-34.19898845811186,500
683,-204.9116869550293,-34.151947825838214,500
684,-188.99334954617942,-31.498891591029903,500
685,-228.1576714163189,-38.026278569386484,500
686,-191.02885275866208,-31.83814212644368,500
687,-201.053208905353,-33.50886815089216,500
688,-205.63508534305427,-34.27251422384238,500
689,-198.9377528247081,-33.15629213745135,500
690,-248.9401714357587,-41.49002857262645,500
691,-218.2574655947334,-36.3762442657889,500
692,-184.18899086378318,-30.698165143963863,500
693,-192.39719478047724,-32.06619913007954,500
694,-179.9483076892863,-29.991384614881053,500
695,-192.78156981452364,-32.13026163575394,500
696,-176.67992338698272,-29.446653897830455,500
697,-198.10095883433243,-33.016826472388736,500
698,-247.05592169214168,-41.17598694869028,500
699,-167.45407197584913,-27.909011995974854,500
700,-227.15969227657877,-37.85994871276313,500
701,-207.74052604571708,-34.62342100761951,500
702,-190.83871624629802,-31.806452707716335,500
703,-228.97639491631637,-38.162732486052725,500
704,-211.47075839431102,-35.245126399051834,500
705,-180.07064846456925,-30.011774744094875,500
706,-166.32543120396215,-27.720905200660358,500
707,-225.17482935471327,-37.529138225785545,500
708,-238.8178371299584,-39.802972854993065,500
709,-201.16671086038693,-33.52778514339782,500
710,-196.00558568235107,-32.66759761372518,500
711,-194.08305642342611,-32.34717607057102,500
712,-209.35232617472298,-34.89205436245383,500
713,-188.1899534938884,-31.364992248981398,500
714,-212.9306704287685,-35.48844507146142,500
715,-194.43904149272453,-32.40650691545409,500
716,-220.0560478319102,-36.67600797198504,500
717,-188.70843979880468,-31.451406633134113,500
718,-212.9245981575355,-35.48743302625592,500
719,-203.73598973455057,-33.95599828909176,500
720,-236.84368232937663,-39.47394705489611,500
721,-218.81259555774437,-36.46876592629073,500
722,-216.95171720679272,-36.15861953446545,500
723,-213.4673104576823,-35.57788507628038,500
724,-229.04364551451476,-38.173940919085794,500
725,-208.25249793217597,-34.70874965536266,500
726,-198.96757747187513,-33.161262911979186,500
727,-202.48809704141163,-33.74801617356861,500
728,-222.233388241463,-37.03889804024383,500
729,-186.3619746680455,-31.060329111340916,500
730,-211.6393915626838,-35.27323192711397,500
731,-213.50348925487856,-35.58391487581309,500
732,-206.4090943856313,-34.40151573093855,500
733,-163.56113628422813,-27.260189380704688,500
734,-200.40776750530932,-33.40129458421822,500
735,-176.9771417802016,-29.496190296700266,500
736,-199.82236586460783,-33.30372764410131,500
737,-172.28696757371205,-28.714494595618675,500
738,-233.41065145975756,-38.901775243292924,500
739,-223.68696032923629,-37.281160054872714,500
740,-209.17528717665942,-34.86254786277657,500
741,-211.7357974407584,-35.289299573459736,500
742,-228.37397006154836,-38.062328343591396,500
743,-217.9474242176047,-36.32457070293412,500
744,-212.0304836492112,-35.3384139415352,500
745,-197.5269985089209,-32.92116641815348,500
746,-177.30600468269677,-29.55100078044946,500
747,-222.51754400498382,-37.08625733416397,500
748,-181.3545791417643,-30.22576319029405,500
749,-212.90899899843487,-35.484833166405814,500
750,-179.68573658977022,-29.947622764961704,500
751,-216.07721825964782,-36.012869709941306,500
752,-208.8335326187899,-34.80558876979831,500
753,-224.84353130696033,-37.473921884493386,500
754,-227.37262758987958,-37.8954379316466,500
755,-183.0839166768562,-30.513986112809366,500
756,-230.38405274725517,-38.397342124542526,500
757,-217.7517663905379,-36.29196106508965,500
758,-210.23397550266782,-35.0389959171113,500
759,-206.79076608971752,-34.465127681619585,500
760,-192.12505175084686,-32.02084195847448,500
761,-209.54107948844575,-34.92351324807429,500
762,-194.7989385193055,-32.46648975321758,500
763,-222.45140555259132,-37.07523425876522,500
764,-221.61664067476516,-36.93610677912753,500
765,-211.2894665452449,-35.214911090874146,500
766,-215.3697278974133,-35.89495464956888,500
767,-185.544047416649,-30.924007902774832,500
768,-198.76988664121745,-33.12831444020291,500
769,-214.0151663958191,-35.66919439930319,500
770,-243.33639124980982,-40.55606520830164,500
771,-215.62290899286225,-35.93715149881037,500
772,-215.76654437356254,-35.96109072892709,500
773,-213.7031100209421,-35.61718500349035,500
774,-206.63590447728558,-34.43931741288093,500
775,-190.73339924022352,-31.788899873370585,500
776,-197.5190587346197,-32.91984312243662,500
777,-206.8283388861444,-34.4713898143574,500
778,-202.47173619989928,-33.74528936664988,500
779,-201.2072247357092,-33.53453745595153,500
780,-240.39650171752643,-40.06608361958774,500
781,-212.30737711323775,-35.384562852206294,500
782,-208.81028610744633,-34.80171435124105,500
783,-175.89748561954735,-29.316247603257892,500
784,-202.83283478962744,-33.80547246493791,500
785,-176.8211788990833,-29.470196483180548,500
786,-213.606129771331,-35.601021628555166,500
787,-46.64413657184594,-7.774022761974323,500
788,-197.7878397823448,-32.96463996372413,500
789,-196.08021982260775,-32.68003663710129,500
790,-207.21975545423408,-34.53662590903901,500
791,-205.6600463030258,-34.27667438383764,500
792,-215.66647803424308,-35.94441300570718,500
793,-186.29716447779379,-31.04952741296563,500
794,-217.62092474077332,-36.27015412346222,500
795,-209.06999444654892,-34.84499907442482,500
796,-224.11574979828615,-37.35262496638102,500
797,-190.75918259473937,-31.79319709912323,500
798,-201.60025721138965,-33.60004286856494,500
799,-235.37025450413086,-39.22837575068848,500
800,-184.19022618188427,-30.698371030314046,500
801,-234.63712511978625,-39.10618751996437,500
802,-206.4503247989113,-34.408387466485216,500
803,-215.21802320017673,-35.869670533362786,500
804,-217.64472276275254,-36.274120460458754,500
805,-186.92076907872809,-31.153461513121346,500
806,-192.88932183308003,-32.14822030551334,500
807,-213.41216957613648,-35.56869492935608,500
808,-202.55893366613049,-33.759822277688414,500
809,-188.22637070213025,-31.371061783688376,500
810,-187.79624736846426,-31.299374561410712,500
811,-208.00414252160576,-34.667357086934295,500
812,-172.59016800175328,-28.765028000292215,500
813,-209.09664887117714,-34.84944147852952,500
814,-213.4533930247665,-35.57556550412775,500
815,-193.99947112839345,-32.333245188065575,500
816,-186.4059191051477,-31.067653184191283,500
817,-195.9114321301798,-32.65190535502997,500
818,-216.4650852149967,-36.07751420249945,500
819,-200.33453064205563,-33.389088440342604,500
820,-223.0896763459151,-37.18161272431919,500
821,-214.46020858806264,-35.74336809801044,500
822,-222.46261958539034,-37.077103264231724,500
823,-200.0404578351132,-33.3400763058522,500
824,-221.53271884278516,-36.92211980713086,500
825,-212.43916087965448,-35.40652681327575,500
826,-192.8804764998835,-32.14674608331392,500
827,-234.9211634890163,-39.15352724816938,500
828,-209.82800220522105,-34.971333700870176,500
829,-189.36614028450774,-31.56102338075129,500
830,-198.8990255194457,-33.149837586574286,500
831,-212.86416176484636,-35.47736029414106,500
832,-215.81983089416366,-35.969971815693945,500
833,-202.82275680868082,-33.803792801446804,500
834,-185.32557021142708,-30.887595035237847,500
835,-209.30322580860184,-34.883870968100304,500
836,-194.0551016407661,-32.34251694012769,500
837,-242.98513777142895,-40.49752296190483,500
838,-206.18396901379393,-34.36399483563232,500
839,-214.49228979437802,-35.74871496572967,500
840,-186.03261040704513,-31.005435067840853,500
841,-178.65243276726113,-29.775405461210187,500
842,-185.64718926517847,-30.941198210863078,500
843,-214.1023342596082,-35.68372237660137,500
844,-187.72715133041072,-31.287858555068453,500
845,-208.57830176995174,-34.763050294991956,500
846,-235.89968648290602,-39.31661441381767,500
847,-200.4213926504115,-33.403565441735246,500
848,-188.6932051633241,-31.448867527220685,500
849,-188.64584383935554,-31.440973973225923,500
850,-182.921927331663,-30.4869878886105,500
851,-178.04969507400855,-29.674949179001427,500
852,-4.723204357921865,-0.7872007263203109,500
853,-222.35643004321764,-37.05940500720294,500
854,-180.31449091396433,-30.052415152327388,500
855,-221.5268905629579,-36.92114842715965,500
856,-213.84728476431292,-35.64121412738549,500
857,-201.5369168016046,-33.589486133600765,500
858,-168.16625299624093,-28.02770883270682,500
859,-208.35217000689937,-34.725361667816564,500
860,-213.75699795146437,-35.626166325244064,500
861,-234.65301035843976,-39.10883505973996,500
862,-193.45732558141404,-32.24288759690234,500
863,-207.84255427941946,-34.640425713236574,500
864,-194.24633814904834,-32.37438969150806,500
865,-220.08868062258475,-36.68144677043079,500
866,-223.27819510120247,-37.21303251686708,500
867,-198.81209041276395,-33.13534840212733,500
868,-201.09143923964376,-33.51523987327396,500
869,-203.79986798498075,-33.96664466416346,500
870,-217.9470483537396,-36.3245080589566,500
871,-224.0470335686605,-37.34117226144342,500
872,-212.64826332139015,-35.44137722023169,500
873,-212.66723808404367,-35.44453968067395,500
874,-207.7840132064398,-34.63066886773996,500
875,-203.6402988368252,-33.94004980613753,500
876,-206.4431669562237,-34.40719449270395,500
877,-224.73247767732911,-37.45541294622152,500
878,-194.90749010856845,-32.48458168476141,500
879,-195.3824044225137,-32.56373407041895,500
880,-212.69973404406593,-35.44995567401099,500
881,-183.18989117740904,-30.531648529568173,500
882,-214.5111556405511,-35.75185927342518,500
883,-192.60077916085194,-32.10012986014199,500
884,-220.54132682801784,-36.75688780466964,500
885,-231.15325330180443,-38.5255422169674,500
886,-231.96127453468017,-38.6602124224467,500
887,-195.20611457137431,-32.534352428562386,500
888,-219.43441974905127,-36.57240329150854,500
889,-190.33743052350974,-31.722905087251622,500
890,-199.98992783115318,-33.33165463852553,500
891,-229.4485402003439,-38.241423366723986,500
892,-199.65890684834943,-33.2764844747249,500
893,-196.52956180075233,-32.754926966792056,500
894,-180.39818291285886,-30.06636381880981,500
895,-172.08565134565762,-28.680941890942936,500
896,-193.26567712582533,-32.21094618763755,500
897,-232.35312805917795,-38.72552134319633,500
898,-205.66965399723514,-34.27827566620586,500
899,-207.12970889642108,-34.521618149403515,500
900,-185.10482948978358,-30.85080491496393,500
901,-215.36044304176568,-35.893407173627615,500
902,-180.37706975956795,-30.06284495992799,500
903,-185.58375430228733,-30.93062571704789,500
904,-162.0948228480514,-27.015803808008567,500
905,-229.30051741934068,-38.216752903223444,500
906,-147.58544495626435,-24.59757415937739,500
907,-175.90357492654354,-29.317262487757258,500
908,-212.86917196163338,-35.478195326938895,500
909,-205.09917465292423,-34.18319577548737,500
910,-210.23831722901934,-35.03971953816989,500
911,-226.19523294948104,-37.69920549158017,500
912,-155.8397222902801,-25.973287048380016,500
913,-223.2666937046416,-37.211115617440264,500
914,-210.3432014732823,-35.05720024554705,500
915,-234.7220590011758,-39.12034316686263,500
916,-224.75808824174305,-37.459681373623845,500
917,-233.3958444650067,-38.899307410834446,500
918,-211.1848992958656,-35.1974832159776,500
919,-231.9534810245716,-38.65891350409527,500
920,-180.5285654568193,-30.08809424280322,500
921,-219.50688222456634,-36.58448037076106,500
922,-222.608250168229,-37.10137502803817,500
923,-201.86195534481084,-33.64365922413514,500
924,-179.71829608272247,-29.953049347120412,500
925,-186.9104526501777,-31.15174210836295,500
926,-221.28694131214826,-36.881156885358045,500
927,-204.07642442635273,-34.01273740439212,500
928,-219.67847919393023,-36.61307986565504,500
929,-228.64380929178367,-38.10730154863061,500
930,-174.39400387728352,-29.06566731288059,500
931,-207.59621226728115,-34.59936871121352,500
932,-195.5673940179903,-32.59456566966505,500
933,-204.04999917795726,-34.00833319632621,500
934,-211.02898325113915,-35.17149720852319,500
935,-199.12392069072388,-33.18732011512065,500
936,-195.05541173519939,-32.5092352891999,500
937,-218.24604591434706,-36.37434098572451,500
938,-219.4693318635546,-36.5782219772591,500
939,-218.99137210011088,-36.49856201668515,500
940,-183.76393883027666,-30.62732313837944,500
941,-191.31358807160416,-31.885598011934025,500
942,-170.6226318406883,-28.437105306781387,500
943,-205.7432156722487,-34.290535945374785,500
944,-193.3943173449122,-32.23238622415203,500
945,-186.41073152303034,-31.06845525383839,500
946,-176.0922016696005,-29.34870027826675,500
947,-194.77041054586408,-32.46173509097735,500
948,-212.3277960232835,-35.387966003880585,500
949,-210.82837394491273,-35.13806232415212,500
950,-195.15412095118123,-32.52568682519687,500
951,-161.07712465589975,-26.84618744264996,500
952,-194.49412944392284,-32.41568824065381,500
953,-217.71929753507504,-36.286549589179174,500
954,-217.1158874098064,-36.185981234967734,500
955,-207.8779953749691,-34.64633256249485,500
956,-208.57429258088064,-34.76238209681344,500
957,-229.07403564478403,-38.17900594079734,500
958,-168.48661510166332,-28.081102516943886,500
959,-215.33984478924265,-35.88997413154044,500
960,-190.67675524531654,-31.779459207552758,500
961,-217.49123517819538,-36.2485391963659,500
962,-169.9799066047461,-28.329984434124352,500
963,-217.88965468030597,-36.31494244671766,500
964,-203.63234465398872,-33.93872410899812,500
965,-234.69633197129258,-39.11605532854876,500
966,-194.9930455646353,-32.49884092743922,500
967,-204.16022002927377,-34.02670333821229,500
968,-208.5252727369024,-34.754212122817066,500
969,-194.24381764974197,-32.37396960829033,500
970,-220.8451851070551,-36.80753085117585,500
971,-204.4573140677347,-34.07621901128912,500
972,-179.78068948521775,-29.96344824753629,500
973,-178.2645120471531,-29.710752007858847,500
974,-219.80482332891643,-36.63413722148607,500
975,-233.0962619809012,-38.849376996816865,500
976,-206.67328643340943,-34.445547738901574,500
977,-172.1670646131517,-28.694510768858617,500
978,-194.8267109255786,-32.471118487596435,500
979,-210.5999115605753,-35.099985260095885,500
980,-196.42679763735134,-32.737799606225224,500
981,-215.5491058158928,-35.924850969315465,500
982,-168.61788512202307,-28.102980853670513,500
983,-218.84886772074336,-36.47481128679056,500
984,-168.93781619483133,-28.156302699138553,500
985,-186.97239143557096,-31.162065239261825,500
986,-226.07266308201582,-37.67877718033597,500
987,-221.99766798796145,-36.99961133132691,500
988,-168.25803325929763,-28.04300554321627,500
989,-226.41475258773536,-37.735792097955894,500
990,-204.0826084942073,-34.01376808236788,500
991,-179.38504075015825,-29.897506791693043,500
992,-227.17096250112957,-37.8618270835216,500
993,-178.87588978056405,-29.812648296760674,500
994,-208.35908628802306,-34.726514381337175,500
995,-207.88146874141614,-34.64691145690269,500
996,-222.73050552724402,-37.12175092120734,500
997,-192.32216848343478,-32.05369474723913,500
998,-226.1659909931268,-37.6943318321878,500
999,-215.6554694210186,-35.94257823683643,500
1000,-220.50472707733243,-36.750787846222075,500
1001,-208.4021133280322,-34.73368555467203,500
1002,-212.28148079181125,-35.380246798635206,500
1003,-162.59685864136287,-27.099476440227146,500
1004,-242.60092420184935,-40.433487366974894,500
1005,-215.74833387332154,-35.95805564555359,500
1006,-222.51353043519885,-37.085588405866474,500
1007,-206.4037065980092,-34.40061776633487,500
1008,-213.41004592038792,-35.56834098673132,500
1009,-201.05435214318922,-33.50905869053154,500
1010,-225.56418428536819,-37.59403071422803,500
1011,-172.9529352160365,-28.825489202672752,500
1012,-197.80777565764268,-32.96796260960711,500
1013,-178.3617130665452,-29.726952177757536,500
1014,-188.06333917893875,-31.34388986315646,500
1015,-201.76097877032288,-33.626829795053816,500
1016,-194.01435974828254,-32.33572662471376,500
1017,-210.89097114798568,-35.148495191330944,500
1018,-194.54673360548986,-32.424455600914975,500
1019,-187.77418390697392,-31.295697317828985,500
1020,-225.27311130414583,-37.54551855069097,500
1021,-171.83286257153122,-28.63881042858854,500
1022,-169.39732390686433,-28.23288731781072,500
1023,-174.40212649595162,-29.067021082658602,500
1024,-193.91113883536548,-32.31852313922758,500
1025,-212.4527084485614,-35.4087847414269,500
1026,-181.55837092293845,-30.25972848715641,500
1027,-194.65886820125516,-32.443144700209196,500
1028,-185.07193585009065,-30.845322641681776,500
1029,-212.2530139487644,-35.37550232479406,500
1030,-203.80552215254448,-33.96758702542408,500
1031,-201.76052303936024,-33.626753839893375,500
1032,-245.2431108020567,-40.873851800342784,500
1033,-166.9786719495594,-27.8297786582599,500
1034,-203.85018782685523,-33.97503130447587,500
1035,-203.75549481607356,-33.95924913601226,500
1036,-218.3218385857529,-36.38697309762548,500
1037,-218.82511955058618,-36.47085325843103,500
1038,-235.72588022688493,-39.28764670448082,500
1039,-186.24168478667275,-31.04028079777879,500
1040,-232.5299631803877,-38.75499386339795,500
1041,-235.2943404519355,-39.21572340865592,500
1042,-192.5119326046082,-32.08532210076803,500
1043,-194.91717038304674,-32.48619506384112,500
1044,-233.3202421391124,-38.8867070231854,500
1045,-222.339630380125,-37.05660506335416,500
1046,-186.8574340983408,-31.1429056830568,500
1047,-213.16469488925614,-35.52744914820936,500
1048,-210.01086870787879,-35.00181145131313,500
1049,-221.27949155831746,-36.879915259719574,500
1050,-183.1036016008153,-30.517266933469216,500
1051,-208.28113123448944,-34.71352187241491,500
1052,-217.17920070637552,-36.196533451062585,500
1053,-192.5063898383951,-32.08439830639919,500
1054,-182.23659473567503,-30.37276578927917,500
1055,-195.22892014645183,-32.53815335774197,500
1056,-183.38701047832393,-30.56450174638732,500
1057,-220.95521121989765,-36.82586853664961,500
1058,-188.75813094721693,-31.459688491202822,500
1059,-205.80428991494298,-34.30071498582383,500
1060,-207.65280478325437,-34.608800797209064,500
1061,-220.95092945408655,-36.82515490901442,500
1062,-186.92568960387229,-31.15428160064538,500
1063,-232.22386282174466,-38.70397713695744,500
1064,-195.0141559724827,-32.50235932874712,500
1065,-177.45151316990652,-29.57525219498442,500
1066,-203.1157356089206,-33.852622601486765,500
1067,-202.0657988097613,-33.67763313496022,500
1068,-185.03820103103715,-30.839700171839525,500
1069,-184.19339919708676,-30.698899866181126,500
1070,-183.44428282276692,-30.57404713712782,500
1071,-204.2424046923433,-34.04040078205722,500
1072,-197.7915410367799,-32.965256839463315,500
1073,-184.82045151722977,-30.803408586204963,500
1074,-188.83479873800778,-31.47246645633463,500
1075,-203.63735301938576,-33.939558836564295,500
1076,-191.77680032765136,-31.96280005460856,500
1077,-219.03725996649194,-36.50620999441532,500
1078,-212.64191555944828,-35.440319259908044,500
1079,-208.32429605241353,-34.720716008735586,500
1080,-173.64498543709624,-28.940830906182708,500
1081,-186.32639516314288,-31.054399193857147,500
1082,-190.92295443479205,-31.820492405798674,500
1083,-216.66588284040853,-36.11098047340142,500
1084,-205.71556845367036,-34.28592807561173,500
1085,-196.75960462529184,-32.79326743754864,500
1086,-210.89609928181048,-35.14934988030175,500
1087,-205.39352695443156,-34.23225449240526,500
1088,-188.34303477805074,-31.390505796341788,500
1089,-198.31479457900525,-33.05246576316754,500
1090,-200.70328250831346,-33.45054708471891,500
1091,-222.3711297013321,-37.06185495022202,500
1092,-231.44609530250548,-38.57434921708425,500
1093,-198.81761346002315,-33.13626891000386,500
1094,-220.09099522479718,-36.6818325374662,500
1095,-201.9726868497777,-33.66211447496295,500
1096,-225.05237470115864,-37.508729116859776,500
1097,-208.87659627130625,-34.81276604521771,500
1098,-185.48153318197683,-30.913588863662806,500
1099,-191.71520781530884,-31.952534635884806,500
1100,-218.8767614809965,-36.47946024683275,500
1101,-203.925371133972,-33.987561855662,500
1102,-210.25651285881025,-35.04275214313504,500
1103,-188.15277539308508,-31.358795898847514,500
1104,-210.71750382055748,-35.11958397009291,500
1105,-196.5832307306199,-32.76387178843665,500
1106,-206.35230867390806,-34.39205144565134,500
1107,-196.02521212812732,-32.67086868802122,500
1108,-197.07110046307017,-32.845183410511694,500
1109,-190.0890948864581,-31.681515814409682,500
1110,-212.39515893255097,-35.39919315542516,500
1111,-228.64123393228698,-38.10687232204783,500
1112,-204.8559581802619,-34.14265969671032,500
1113,-184.71326496116703,-30.785544160194505,500
1114,-197.1022908817429,-32.85038181362382,500
1115,-177.1771457802455,-29.52952429670758,500
1116,-172.49185966210806,-28.748643277018008,500
1117,-213.44460846837887,-35.57410141139648,500
1118,-209.3415617112741,-34.89026028521235,500
1119,-165.1267896887008,-27.521131614783467,500
1120,-229.7957201547784,-38.29928669246306,500
1121,-195.58925935547026,-32.598209892578375,500
1122,-210.93156692252157,-35.15526115375359,500
1123,-225.71010197720955,-37.61835032953493,500
1124,-206.2166428226859,-34.36944047044765,500
1125,-198.3711601269996,-33.0618600211666,500
1126,-181.51237631274412,-30.252062718790686,500
1127,-193.6565103693655,-32.27608506156091,500
1128,-213.69853305249433,-35.61642217541572,500
1129,-192.56148103738553,-32.09358017289759,500
1130,-153.39201013599333,-25.565335022665554,500
1131,-195.88564261346735,-32.64760710224456,500
1132,-201.13032301587518,-33.52172050264586,500
1133,-195.435089226347,-32.572514871057834,500
1134,-222.00002444780364,-37.00000407463394,500
1135,-195.18334202419064,-32.53055700403177,500
1136,-201.31402366854468,-33.55233727809078,500
1137,-96.31574899528584,-16.05262483254764,500
1138,-199.7794192154442,-33.2965698692407,500
1139,-182.24121532092144,-30.37353588682024,500
1140,-215.78035567295234,-35.96339261215872,500
1141,-214.61751225933526,-35.769585376555874,500
1142,-200.502322318215,-33.4170537197025,500
1143,-190.79556119971647,-31.799260199952744,500
1144,-203.09334248984337,-33.848890414973894,500
1145,-223.76048617220698,-37.2934143620345,500
1146,-221.0206362599615,-36.83677270999358,500
1147,-203.80303637926173,-33.96717272987696,500
1148,-217.86158730154918,-36.310264550258196,500
1149,-210.30064663208344,-35.05010777201391,500
1150,-195.90349930938135,-32.650583218230224,500
1151,-241.73275432416534,-40.28879238736089,500
1152,-198.54750480733165,-33.09125080122194,500
1153,-203.6539959567972,-33.942332659466196,500
1154,-205.98236709590864,-34.33039451598477,500
1155,-222.17738926989512,-37.02956487831585,500
1156,-206.0896791957819,-34.348279865963654,500
1157,-181.07161127190324,-30.17860187865054,500
1158,-211.3884077205257,-35.231401286754284,500
1159,-166.3867004337876,-27.7311167389646,500
1160,-198.07883227538883,-33.0131387125648,500
1161,-223.6010939223675,-37.26684898706125,500
1162,-218.7529659992996,-36.45882766654993,500
1163,-211.67715184071827,-35.279525306786375,500
1164,-229.4604900343882,-38.243415005731364,500
1165,-174.04131706072795,-29.00688617678799,500
1166,-181.8451963850412,-30.307532730840197,500
1167,-199.53429915770786,-33.255716526284644,500
1168,-172.33380072824335,-28.72230012137389,500
1169,-222.5882995951991,-37.09804993253318,500
1170,-199.21187334893344,-33.201978891488906,500
1171,-184.28664960763908,-30.71444160127318,500
1172,-200.27262717242237,-33.37877119540373,500
1173,-200.18687426341867,-33.36447904390311,500
1174,-193.71063433056116,-32.285105721760196,500
1175,-221.10645178389728,-36.851075297316214,500
1176,-206.22886196984362,-34.37147699497394,500
1177,-202.10994070981275,-33.684990118302125,500
1178,-185.5718821935027,-30.92864703225045,500
1179,-210.62185209534016,-35.103642015890024,500
1180,-201.86357823048593,-33.643929705080986,500
1181,-213.6883734682629,-35.61472891137715,500
1182,-212.5455606892698,-35.4242601148783,500
1183,-205.2811648822958,-34.21352748038263,500
1184,-215.0947412390531,-35.84912353984218,500
1185,-227.38462391941044,-37.89743731990174,500
1186,-202.6362284277227,-33.77270473795378,500
1187,-176.08565066216494,-29.347608443694156,500
1188,-207.1484403656994,-34.5247400609499,500
1189,-218.67040141897158,-36.44506690316193,500
1190,-237.48910452359263,-39.58151742059877,500
1191,-188.06681681167888,-31.344469468613145,500
1192,-209.45597177459,-34.90932862909833,500
1193,-192.53228560548771,-32.08871426758129,500
1194,-219.5220987758345,-36.587016462639085,500
1195,-214.2575655120289,-35.70959425200481,500
1196,-184.56767803661054,-30.761279672768424,500
1197,-205.1464515879727,-34.19107526466212,500
1198,-199.0567835069699,-33.176130584494985,500
1199,-203.74607815196867,-33.95767969199478,500
1200,-236.2479944016741,-39.37466573361235,500
1201,-228.05047431928477,-38.00841238654746,500
1202,-238.64215059758735,-39.773691766264555,500
1203,-187.3907570949427,-31.231792849157117,500
1204,-200.9368375192767,-33.489472919879454,500
1205,-244.06246583331415,-40.67707763888569,500
1206,201.35211108524234,33.558685180873724,500
1207,-228.71975797398386,-38.11995966233064,500
1208,-197.12323389735886,-32.85387231622648,500
1209,-182.66431748377425,-30.444052913962377,500
1210,-220.79875144548936,-36.79979190758156,500
1211,-200.1700394882055,-33.36167324803425,500
1212,-217.96136069186355,-36.32689344864392,500
1213,-226.41743877375512,-37.736239795625856,500
1214,-177.83680624076538,-29.639467706794232,500
1215,-173.476220830545,-28.9127034717575,500
1216,-172.05910438682946,-28.67651739780491,500
1217,-224.19294299827493,-37.365490499712486,500
1218,-213.33214508206248,-35.55535751367708,500
1219,-223.3469538992966,-37.22449231654944,500
1220,-199.51294564570156,-33.25215760761693,500
1221,-206.30638890163073,-34.384398150271785,500
1222,-216.73004827353694,-36.12167471225616,500
1223,-219.3567459816017,-36.559457663600284,500
1224,-195.94335715725637,-32.65722619287606,500
1225,-214.82507448130076,-35.80417908021679,500
1226,-229.73162548950083,-38.28860424825014,500
1227,-148.2166090004837,-24.70276816674728,500
1228,-190.8281269289957,-31.804687821499282,500
1229,-182.13662833421665,-30.35610472236944,500
1230,-231.91716406327728,-38.65286067721288,500
1231,-181.83407910531153,-30.305679850885255,500
1232,-209.253273765342,-34.875545627556995,500
1233,-179.71198871281297,-29.951998118802162,500
1234,-195.32632327651748,-32.554387212752914,500
1235,-176.17440452506747,-29.362400754177912,500
1236,-250.18816844759644,-41.69802807459941,500
1237,-202.54694519749785,-33.75782419958298,500
1238,-191.49094108053387,-31.915156846755647,500
1239,-187.2441458666569,-31.20735764444282,500
1240,-221.14332692752774,-36.857221154587954,500
1241,-225.88415559372532,-37.647359265620885,500
1242,-180.5844317951046,-30.0974052991841,500
1243,-200.62443003929997,-33.437405006549994,500
1244,-212.35554299175772,-35.392590498626284,500
1245,-190.17168872684982,-31.69528145447497,500
1246,-182.78383049943767,-30.46397174990628,500
1247,-193.07795292616137,-32.1796588210269,500
1248,-178.5333001727231,-29.755550028787184,500
1249,-163.02296815940605,-27.170494693234343,500
1250,-188.04670743720612,-31.34111790620102,500
1251,-199.55188931578684,-33.258648219297804,500
1252,-210.15472033639796,-35.025786722732995,500
1253,-174.66386602867155,-29.110644338111925,500
1254,-225.99995196573565,-37.66665866095594,500
1255,-207.82049682306285,-34.63674947051047,500
1256,-176.95589918164757,-29.492649863607927,500
